ID CLIENTE,EDAD,ESTADO CIVIL,TIPO DE TARJETA,"CLASE DE
CLIENTE","UTILIDAD 
PROMEDIO TC",SALDO CANCELADO TC ,"TOTAL DE 
RECLAMOS","INGRESO 
MENSUAL","CUENTA 
SUELDO","CANTIDAD DE PRODUCTO
FINANCIERO DEL BBVA",ANTIGUEDAD,"USO DE BANCA
POR INTERNET","DEUDA TOTAL DE 
TARJETA DECREDITO","LINEA DISPONIBLE DE 
TARJETA DE CREDITO","LINEA TOTAL DE 
TARJETA DE CREDITO"
ID1048,51,Casado,Life plata,CLASICO," 1,166 ",2777,2," 19,000 ",1,3,9,1," 36,000 "," 70,000 "," 106,000 "
ID1049,68,Divorsiado,Oro,CLASICO," 33,435 ",3019,2," 12,000 ",1,3,0,1, -   ," 31,000 "," 31,000 "
ID1050,68,Viudo,Black,CLASICO,-101 ,0,2," 12,000 ",1,2,1,0," 6,000 "," 93,000 "," 99,000 "
ID1051,24,Soltero,Oro,CLASICO, -   ,0,1," 12,000 ",0,2,0,0, -   ," 40,000 "," 40,000 "
ID1052,24,Soltero,Black,CLASICO, -   ,0,1," 16,000 ",1,3,4,0, -   ," 25,000 "," 25,000 "
ID1053,39,Casado,Life signature,VIP, -   ,0,1," 16,000 ",0,3,3,0, -   ," 80,000 "," 80,000 "
ID1054,39,Casado,Oro,VIP, -   ,0,1," 15,000 ",1,4,3,1, -   ," 40,000 "," 40,000 "
ID1055,49,Casado,Plata,VIP, 184 ,0,1," 16,000 ",0,3,9,1," 10,000 ", -   ," 10,000 "
ID1056,49,Casado,Oro,VIP, -   ,0,1," 16,000 ",1,3,1,1," 20,000 "," 5,000 "," 25,000 "
ID1057,25,Soltero,Oro,PREMIUN, -   ,0,1," 16,000 ",1,3,0,0," 4,000 "," 25,000 "," 29,000 "
ID1058,25,Casado,Oro,PREMIUN, 437 ,0,1," 16,000 ",1,2,3,1," 3,000 "," 66,000 "," 69,000 "
ID1059,35,Casado,Plata,VIP," 1,108 ",0,1," 17,000 ",1,4,0,0, -   ," 22,000 "," 22,000 "
ID1060,35,Soltero,Plata,VIP," 25,202 ",0,1," 15,000 ",0,3,2,0," 36,000 "," 70,000 "," 106,000 "
ID1061,23,Soltero,Plata,PREMIUN," 11,230 ",0,2," 16,000 ",1,2,1,0, -   ," 31,000 "," 31,000 "
ID1062,23,Divorsiado,Plata,PREMIUN, -   ,0,2," 13,000 ",1,2,0,0," 13,000 "," 17,000 "," 30,000 "
ID1063,30,Divorsiado,Life plata,CLASICO," 2,974 ",0,2," 12,000 ",0,4,3,0, -   ," 40,000 "," 40,000 "
ID1064,30,Casado,Oro,CLASICO, -   ,0,2," 13,000 ",1,4,0,0," 9,000 "," 100,000 "," 109,000 "
ID1065,48,Divorsiado,Oro,CLASICO, -   ,45,7," 19,000 ",0,3,0,0, -   ," 110,000 "," 110,000 "
ID1066,32,Soltero,Plata,CLASICO," 11,386 ",0,1," 17,000 ",1,3,4,0, -   ," 40,000 "," 40,000 "
ID1067,32,Casado,Black,CLASICO, 828 ,0,1," 15,000 ",0,2,0,0, -   ," 122,000 "," 122,000 "
ID1068,27,Soltero,Oro,CLASICO," 38,172 ",0,1," 14,000 ",0,3,6,0, -   ," 100,000 "," 100,000 "
ID1069,27,Casado,Plata,CLASICO," 6,188 ",0,1," 13,000 ",0,3,2,1," 10,000 ", -   ," 10,000 "
ID1070,56,Casado,Life signature,CLASICO, 195 ,0,1," 12,000 ",0,2,4,1," 7,000 "," 4,000 "," 11,000 "
ID1071,56,Casado,Oro,CLASICO, -   ,0,1," 19,000 ",1,4,3,1," 4,000 "," 25,000 "," 29,000 "
ID1072,44,Divorsiado,Life plata,VIP, -   ,0,3," 19,000 ",1,4,5,0," 19,000 "," 111,000 "," 130,000 "
ID1073,44,Divorsiado,Plata,VIP, -   ,0,3," 15,000 ",0,4,4,0, -   ," 22,000 "," 22,000 "
ID1074,39,Divorsiado,Life signature,CLASICO," 7,743 ",0,1," 14,000 ",1,4,8,1, -   ," 14,000 "," 14,000 "
ID1075,39,Casado,Black,CLASICO," 33,333 ",0,1," 19,000 ",1,4,1,1," 13,000 "," 17,000 "," 30,000 "
ID1076,31,Divorsiado,Plata,PREMIUN,-9 ,0,3," 18,000 ",1,3,0,0," 27,000 "," 2,000 "," 29,000 "
ID1077,31,Divorsiado,Life plata,PREMIUN, -   ,0,3," 19,000 ",0,2,2,0," 9,000 "," 100,000 "," 109,000 "
ID1078,69,Soltero,Black,PREMIUN, -   ,0,3," 18,000 ",1,3,3,0, -   ," 122,000 "," 122,000 "
ID1079,69,Viudo,Black,PREMIUN, 332 ,0,3," 14,000 ",1,4,6,1, -   ," 120,000 "," 120,000 "
ID1080,27,Casado,Black,CLASICO," 13,928 ",0,2," 17,000 ",0,2,3,0, -   ," 100,000 "," 100,000 "
ID1081,27,Casado,Life plata,CLASICO, -   ,0,2," 15,000 ",1,4,0,1, -   ," 100,000 "," 100,000 "
ID1082,25,Casado,Plata,PREMIUN, -   ,0,1," 12,000 ",0,4,0,1, -   ," 60,000 "," 60,000 "
ID1083,25,Divorsiado,Life signature,PREMIUN," 9,551 ",0,1," 14,000 ",1,3,4,1," 7,000 "," 4,000 "," 11,000 "
ID1084,48,Casado,Black,PREMIUN, -   ,0,1," 16,000 ",0,2,0,1, -   ," 30,000 "," 30,000 "
ID1085,48,Casado,Oro,PREMIUN, -   ,0,1," 14,000 ",0,3,2,1," 19,000 "," 111,000 "," 130,000 "
ID1086,30,Soltero,Oro,PREMIUN, 1 ,110,6," 17,000 ",1,3,0,0, -   ," 50,000 "," 50,000 "
ID1087,57,Divorsiado,Plata,PREMIUN, -   ,0,2," 14,000 ",0,4,0,1," 11,000 "," 33,000 "," 44,000 "
ID1088,57,Divorsiado,Plata,PREMIUN," 10,022 ",0,2," 14,000 ",0,4,2,1, -   ," 14,000 "," 14,000 "
ID1089,35,Casado,Black,VIP," 9,580 ",0,1," 12,000 ",0,4,2,1," 27,000 "," 2,000 "," 29,000 "
ID1090,35,Divorsiado,Black,VIP, -   ,0,1," 18,000 ",0,2,4,1, -   ," 60,000 "," 60,000 "
ID1091,26,Soltero,Plata,VIP, -   ,0,3," 17,000 ",1,2,5,0, -   ," 76,000 "," 76,000 "
ID1092,26,Casado,Black,VIP," 2,248 ",0,3," 12,000 ",0,2,1,1, -   ," 120,000 "," 120,000 "
ID1093,24,Divorsiado,Life plata,CLASICO," 29,726 ",0,1," 19,000 ",1,4,5,1, -   ," 120,000 "," 120,000 "
ID1094,24,Casado,Black,CLASICO, -   ,0,1," 16,000 ",0,2,1,0, -   ," 100,000 "," 100,000 "
ID1095,55,Casado,Life plata,CLASICO," 2,760 ",225,0," 12,000 ",0,2,0,1, -   ," 70,000 "," 70,000 "
ID1096,55,Divorsiado,Oro,CLASICO, -   ,2156,0," 17,000 ",1,4,2,0, -   ," 60,000 "," 60,000 "
ID1097,28,Casado,Life plata,VIP," 8,491 ",267,0," 15,000 ",0,2,3,0, -   ," 30,000 "," 30,000 "
ID1098,28,Divorsiado,Life plata,VIP," 100,216 ",3512,0," 15,000 ",0,4,0,0, -   ," 40,000 "," 40,000 "
ID1099,54,Divorsiado,Life plata,VIP," 3,750 ",2093,2," 16,000 ",0,2,0,0," 23,000 "," 30,000 "," 53,000 "
ID1100,54,Casado,Oro,VIP, -   ,2247,2," 15,000 ",1,3,2,1," 11,000 "," 33,000 "," 44,000 "
ID1101,27,Casado,Plata,PREMIUN, 121 ,0,1," 18,000 ",1,4,7,0, -   ," 80,000 "," 80,000 "
ID1102,27,Casado,Life plata,PREMIUN, -   ,0,1," 12,000 ",1,3,2,1, -   ," 60,000 "," 60,000 "
ID1103,23,Soltero,Oro,CLASICO," 14,956 ",3920,2," 15,000 ",1,2,10,0," 12,000 "," 27,000 "," 39,000 "
ID1104,23,Casado,Life signature,CLASICO, -   ,2485,2," 16,000 ",0,4,2,1, -   ," 76,000 "," 76,000 "
ID1105,27,Casado,Plata,CLASICO, -   ,0,2," 19,000 ",0,3,0,0," 32,000 "," 46,000 "," 78,000 "
ID1106,27,Casado,Life signature,CLASICO, -   ,0,2," 12,000 ",0,3,2,0, -   ," 120,000 "," 120,000 "
ID1107,42,Soltero,Plata,CLASICO," 10,022 ",100,7," 17,000 ",0,3,0,0, -   ," 70,000 "," 70,000 "
ID1108,27,Divorsiado,Life plata,PREMIUN, -   ,0,3," 14,000 ",1,3,0,1, -   ," 90,000 "," 90,000 "
ID1109,27,Divorsiado,Black,PREMIUN," 1,665 ",0,3," 16,000 ",0,4,2,0, -   ," 70,000 "," 70,000 "
ID1110,29,Casado,Oro,CLASICO, -   ,0,3," 16,000 ",0,3,2,1, -   ," 40,000 "," 40,000 "
ID1111,29,Casado,Life signature,CLASICO," 7,888 ",0,3," 14,000 ",1,2,0,0," 5,000 "," 24,000 "," 29,000 "
ID1112,33,Casado,Life plata,VIP, -   ,0,2," 19,000 ",0,3,1,0, -   ," 70,000 "," 70,000 "
ID1113,33,Soltero,Plata,VIP," 1,512 ",0,2," 16,000 ",1,2,3,0," 23,000 "," 30,000 "," 53,000 "
ID1114,80,Divorsiado,Black,PREMIUN," 60,025 ",0,2," 15,000 ",0,3,0,1, -   ," 29,000 "," 29,000 "
ID1115,80,Soltero,Plata,PREMIUN," 19,033 ",0,2," 16,000 ",1,2,1,0, -   ," 80,000 "," 80,000 "
ID1116,41,Casado,Plata,VIP, 7 ,0,2," 12,000 ",0,4,1,0," 12,000 "," 27,000 "," 39,000 "
ID1117,41,Soltero,Life plata,VIP, -   ,0,2," 13,000 ",1,3,0,0, -   ," 4,000 "," 4,000 "
ID1118,26,Soltero,Life signature,VIP," 30,662 ",0,3," 13,000 ",1,2,0,1, -   ," 90,000 "," 90,000 "
ID1119,26,Casado,Life plata,VIP," 8,147 ",0,3," 18,000 ",1,2,2,0," 32,000 "," 46,000 "," 78,000 "
ID1120,22,Divorsiado,Life plata,VIP, -   ,0,1," 18,000 ",0,4,2,1, -   ," 39,000 "," 39,000 "
ID1121,22,Divorsiado,Life plata,VIP," 18,480 ",0,1," 19,000 ",1,3,2,1, -   ," 90,000 "," 90,000 "
ID1122,37,Divorsiado,Plata,PREMIUN," 11,694 ",0,3," 15,000 ",1,2,0,0," 19,000 "," 7,000 "," 26,000 "
ID1123,37,Divorsiado,Life signature,PREMIUN," 1,166 ",0,3," 17,000 ",1,2,4,1," 5,000 "," 24,000 "," 29,000 "
ID1124,27,Soltero,Black,CLASICO," 33,435 ",0,1," 18,000 ",1,2,2,1, -   ," 70,000 "," 70,000 "
ID1125,27,Divorsiado,Plata,CLASICO, -   ,0,1," 13,000 ",0,3,3,0, -   ," 40,000 "," 40,000 "
ID1126,60,Casado,Plata,CLASICO, -   ,0,1," 14,000 ",0,3,0,0, -   ," 65,000 "," 65,000 "
ID1127,60,Divorsiado,Life plata,CLASICO, -   ,0,1," 17,000 ",1,3,3,0, -   ," 29,000 "," 29,000 "
ID1128,63,Viudo,Oro,VIP, -   ,113,3," 18,000 ",1,2,2,1," 18,000 "," 21,000 "," 39,000 "
ID1129,27,Casado,Life plata,PREMIUN, -   ,0,1," 12,000 ",0,3,0,1, -   ," 50,000 "," 50,000 "
ID1130,27,Divorsiado,Life plata,PREMIUN, -   ,0,1," 18,000 ",1,4,1,0, -   ," 4,000 "," 4,000 "
ID1131,34,Soltero,Oro,CLASICO," 6,509 ",1367,2," 13,000 ",0,4,0,0, -   ," 5,000 "," 5,000 "
ID1132,34,Soltero,Life plata,CLASICO, 184 ,0,2," 15,000 ",0,2,1,0, -   ," 90,000 "," 90,000 "
ID1133,25,Soltero,Life signature,CLASICO," 19,670 ",0,2," 16,000 ",0,3,0,0," 19,000 "," 26,000 "," 45,000 "
ID1134,25,Casado,Life signature,CLASICO, -   ,0,2," 15,000 ",1,3,4,0, -   ," 39,000 "," 39,000 "
ID1135,45,Casado,Life signature,CLASICO," 1,108 ",0,2," 12,000 ",1,4,3,1," 19,000 "," 7,000 "," 26,000 "
ID1136,45,Divorsiado,Oro,CLASICO, -   ,0,2," 19,000 ",1,2,4,1, -   ," 100,000 "," 100,000 "
ID1137,34,Divorsiado,Oro,CLASICO," 5,581 ",0,2," 12,000 ",0,3,0,0," 13,000 "," 46,000 "," 59,000 "
ID1138,34,Soltero,Black,CLASICO, -   ,0,2," 13,000 ",1,2,3,0, -   ," 40,000 "," 40,000 "
ID1139,24,Divorsiado,Plata,CLASICO," 28,954 ",0,1," 14,000 ",0,4,0,0, -   ," 30,000 "," 30,000 "
ID1140,24,Casado,Oro,CLASICO, -   ,0,1," 18,000 ",0,3,1,1, -   ," 65,000 "," 65,000 "
ID1141,30,Soltero,Plata,CLASICO, 828 ,0,2," 15,000 ",0,4,2,1, -   ," 50,000 "," 50,000 "
ID1142,30,Soltero,Life signature,CLASICO, -   ,0,2," 13,000 ",0,2,0,0," 28,000 "," 46,000 "," 74,000 "
ID1143,37,Casado,Life signature,PREMIUN," 33,199 ",0,2," 16,000 ",0,3,3,0," 12,000 "," 70,000 "," 82,000 "
ID1144,37,Soltero,Black,PREMIUN," 38,172 ",0,2," 16,000 ",1,3,2,0, -   ," 5,000 "," 5,000 "
ID1145,27,Divorsiado,Oro,PREMIUN, -   ,0,0," 19,000 ",0,4,7,1," 33,000 "," 46,000 "," 79,000 "
ID1146,27,Soltero,Life plata,PREMIUN, 195 ,0,0," 13,000 ",1,3,4,1," 19,000 "," 26,000 "," 45,000 "
ID1147,51,Divorsiado,Life signature,CLASICO," 4,731 ",1824,2," 17,000 ",1,2,4,1, -   ," 15,000 "," 15,000 "
ID1148,51,Casado,Life plata,CLASICO, -   ,3580,2," 16,000 ",0,3,1,1, -   ," 100,000 "," 100,000 "
ID1149,38,Divorsiado,Life plata,VIP, 259 ,116,4," 14,000 ",0,4,9,1, -   ," 40,000 "," 40,000 "
ID1150,23,Soltero,Life signature,CLASICO," 7,743 ",3388,3," 13,000 ",0,2,2,1," 13,000 "," 46,000 "," 59,000 "
ID1151,23,Soltero,Life plata,CLASICO, 169 ,1775,3," 12,000 ",0,4,0,1," 13,000 "," 120,000 "," 133,000 "
ID1152,38,Soltero,Black,VIP, -   ,2519,1," 16,000 ",1,2,5,1," 2,000 "," 27,000 "," 29,000 "
ID1153,38,Divorsiado,Plata,VIP,-9 ,2906,1," 18,000 ",1,4,4,1, -   ," 30,000 "," 30,000 "
ID1154,39,Divorsiado,Black,PREMIUN, 59 ,0,2," 16,000 ",0,4,0,0," 3,000 "," 91,000 "," 94,000 "
ID1155,39,Soltero,Oro,PREMIUN, 332 ,0,2," 19,000 ",1,3,4,1," 28,000 "," 46,000 "," 74,000 "
ID1156,23,Soltero,Plata,VIP," 9,793 ",3168,2," 19,000 ",0,2,3,0, -   ," 87,000 "," 87,000 "
ID1157,23,Casado,Life signature,VIP, -   ,0,2," 16,000 ",0,2,3,1," 12,000 "," 70,000 "," 82,000 "
ID1158,26,Soltero,Black,VIP," 5,428 ",0,2," 15,000 ",1,3,0,0," 2,000 "," 23,000 "," 25,000 "
ID1159,26,Divorsiado,Life plata,VIP, -   ,0,2," 19,000 ",0,4,4,1," 33,000 "," 46,000 "," 79,000 "
ID1160,35,Casado,Black,PREMIUN," 1,761 ",0,2," 13,000 ",0,3,5,0, -   ," 70,000 "," 70,000 "
ID1161,35,Soltero,Oro,PREMIUN, -   ,0,2," 12,000 ",1,3,3,1, -   ," 15,000 "," 15,000 "
ID1162,64,Casado,Plata,VIP,-246 ,135,7," 12,000 ",0,2,4,1, -   ," 95,000 "," 95,000 "
ID1163,53,Soltero,Oro,VIP, -   ,101,5," 15,000 ",0,2,0,1," 6,000 "," 58,000 "," 64,000 "
ID1164,57,Soltero,Oro,VIP," 2,760 ",133,2," 15,000 ",1,4,0,0, -   ," 80,000 "," 80,000 "
ID1165,65,Viudo,Life plata,VIP, -   ,24,3," 18,000 ",1,4,5,0," 9,000 "," 100,000 "," 109,000 "
ID1166,37,Soltero,Oro,PREMIUN," 22,201 ",115,6," 19,000 ",1,2,0,0, -   ," 29,000 "," 29,000 "
ID1167,59,Casado,Plata,VIP," 7,602 ",10,6," 19,000 ",1,4,10,1, -   ," 120,000 "," 120,000 "
ID1168,45,Casado,Life plata,PREMIUN," 7,101 ",15,8," 17,000 ",0,2,0,0," 24,000 "," 10,000 "," 34,000 "
ID1169,60,Soltero,Oro,CLASICO," 10,828 ",132,8," 12,000 ",0,4,0,1, -   ," 80,000 "," 80,000 "
ID1170,58,Soltero,Oro,PREMIUN, -   ,125,6," 12,000 ",1,4,0,1," 7,000 "," 37,000 "," 44,000 "
ID1171,49,Casado,Plata,VIP, 117 ,52,6," 16,000 ",0,3,8,0," 28,000 "," 46,000 "," 74,000 "
ID1172,63,Divorsiado,Oro,VIP, -   ,101,6," 17,000 ",1,3,4,1," 6,000 "," 93,000 "," 99,000 "
ID1173,62,Casado,Black,PREMIUN," 9,793 ",105,3," 12,000 ",1,3,1,1, -   ," 60,000 "," 60,000 "
ID1174,58,Casado,Plata,CLASICO, 195 ,145,2," 16,000 ",0,2,0,0," 33,000 "," 23,000 "," 56,000 "
